Country,City_Tier,Age,Gender,Education_Level,HH_Size,Annual_HH_Income_USD,Monthly_kWh,High_Energy_Appliances,EE_Appliance_Share,Env_Concern,EE_Knowledge,Govt_Incentive_Aware,Will_Adopt,Premium_WTP_pct,Budget_USD,Financing_Pref,Acceptable_Payback_yrs,Primary_Decision_Factor,Main_Barrier,Wanted_Features,Interested_Categories,Info_Sources
India,Tier‑2 city,33,Female,Secondary,1,11802.01,464.9,0,44,2,3,0,1,11.7,1065.64,Upfront,3,Brand,High cost,5‑Star rating;Compact design,Water‑heater;Washer,Friends/Family;Online reviews;Govt portals
UAE,Metro,23,Female,Secondary,2,45032.75,368.6,2,72,3,2,1,1,16.3,3263.86,Upfront,0,Peer reviews,Limited models,Compact design;Solar compatibility;Wi‑Fi control,AC;Dishwasher,Online reviews
UAE,Metro,46,Female,Secondary,4,98180.27,171.0,10,67,2,3,0,0,3.5,4840.23,Upfront,1,Up‑front price,High cost,Quiet motor;Compact design,Air‑purifier;Dishwasher,Online reviews;Govt portals;In‑store demos
India,Metro,36,Female,Secondary,2,22877.86,382.3,3,45,5,5,1,0,6.8,1517.16,0‑interest EMI,2,Brand,Limited models,Wi‑Fi control;Quiet motor,Washer;Air‑purifier;Water‑heater,In‑store demos
India,Metro,48,Female,Post‑grad,2,31728.16,198.6,1,49,4,4,1,1,13.6,1145.13,0‑interest EMI,1,Brand,Limited models,5‑Star rating;Solar compatibility,Water‑heater,Social media;Friends/Family
Singapore,Metro,42,Male,Graduate,2,73720.26,513.7,1,39,5,5,1,1,7.7,3422.3,0‑interest EMI,3,Brand,Limited models,Compact design,AC,Online reviews;Friends/Family
Singapore,Metro,32,Female,Secondary,4,108467.46,532.1,5,77,2,3,1,1,9.3,5344.45,Upfront,1,Brand,Low awareness,Solar compatibility,Refrigerator,In‑store demos;Social media;Friends/Family
India,Metro,42,Male,Graduate,4,28143.1,246.1,2,37,1,2,1,0,3.2,2120.94,Upfront,0,Brand,Limited models,Quiet motor;Wi‑Fi control,Dishwasher;Washer,Online reviews;Friends/Family
UAE,Metro,46,Female,Primary,3,60970.62,300.5,5,65,4,3,1,1,21.8,3374.02,BNPL,1,Brand,Limited models,5‑Star rating;Wi‑Fi control;Compact design,Air‑purifier;Water‑heater,Online reviews;Social media;In‑store demos
India,Metro,25,Male,Secondary,1,30260.49,568.2,4,41,4,5,1,0,1.7,1020.48,0‑interest EMI,4,Brand,Low awareness,Compact design,Washer;Dishwasher,Online reviews;Social media
Singapore,Metro,29,Male,Graduate,3,61694.01,159.9,4,68,2,3,1,1,10.1,2542.8,Upfront,0,Govt incentive,High cost,5‑Star rating,Washer,In‑store demos
India,Rural,18,Male,Graduate,3,19512.66,236.3,2,43,2,3,1,1,4.1,637.69,0‑interest EMI,2,Energy saving,Uncertain savings,Solar compatibility;Quiet motor;Wi‑Fi control,Refrigerator;Water‑heater;Dishwasher,Social media
India,Metro,22,Female,Secondary,2,24529.73,442.9,4,26,4,4,0,0,6.2,348.78,Rental,2,Up‑front price,Limited models,Wi‑Fi control,AC;Air‑purifier,Govt portals;Online reviews;Friends/Family
Singapore,Metro,37,Female,Secondary,3,130999.4,296.9,6,67,3,3,0,1,8.7,6624.02,Upfront,1,Up‑front price,High cost,Compact design;Quiet motor;Wi‑Fi control,Air‑purifier,Friends/Family;Social media;In‑store demos
UAE,Tier‑2 city,43,Female,Secondary,2,113306.37,471.4,5,53,2,3,1,1,7.7,6805.92,0‑interest EMI,3,Govt incentive,Other,Solar compatibility;Wi‑Fi control,Dishwasher,Friends/Family;Online reviews;Social media
India,Tier‑2 city,18,Male,Primary,5,23076.19,251.7,2,42,4,4,0,1,13.3,479.27,0‑interest EMI,5,Brand,High cost,Compact design,Water‑heater,Govt portals
India,Tier‑2 city,38,Male,Secondary,1,18726.97,548.8,1,35,3,2,1,0,7.2,1531.85,Upfront,4,Energy saving,Uncertain savings,Quiet motor;Compact design,Refrigerator,Social media;In‑store demos
India,Metro,34,Female,Graduate,6,19846.36,567.6,2,43,1,1,0,0,2.6,989.01,0‑interest EMI,1,Peer reviews,High cost,Solar compatibility,AC;Washer,Govt portals;Social media;Online reviews
India,Metro,33,Male,Post‑grad,4,23522.37,97.3,1,49,5,5,1,1,24.1,1504.01,Rental,3,Govt incentive,Other,Compact design;Solar compatibility,Air‑purifier,Friends/Family
UAE,Metro,26,Female,Secondary,3,32290.33,474.5,2,43,2,3,1,0,2.5,1442.04,Upfront,0,Peer reviews,Uncertain savings,5‑Star rating;Solar compatibility;Wi‑Fi control,Refrigerator;AC,Online reviews;Friends/Family
India,Rural,40,Male,Graduate,6,19387.84,290.0,6,49,4,3,0,0,4.4,830.68,Rental,0,Brand,Limited models,Wi‑Fi control,Washer,Online reviews
India,Rural,20,Female,Primary,2,35232.17,265.7,2,31,2,2,1,0,6.0,1608.31,Upfront,3,Energy saving,Other,Wi‑Fi control;Quiet motor,Refrigerator,Online reviews
India,Tier‑2 city,40,Female,Secondary,1,26431.03,289.1,2,41,3,3,0,0,4.5,1520.13,Upfront,1,Govt incentive,Limited models,Compact design;Quiet motor;Wi‑Fi control,Washer,Friends/Family;In‑store demos
India,Metro,40,Female,Primary,3,17287.02,288.9,0,39,4,5,1,1,11.4,496.94,0‑interest EMI,4,Energy saving,Uncertain savings,Solar compatibility,Dishwasher,Govt portals
India,Tier‑2 city,42,Male,Primary,2,31327.06,315.4,3,31,3,4,0,1,6.1,785.51,Upfront,4,Govt incentive,Low awareness,Wi‑Fi control,AC;Washer;Air‑purifier,Friends/Family;Online reviews
UAE,Metro,25,Male,Secondary,10,106403.1,517.7,8,38,4,5,1,1,8.7,5428.07,Upfront,4,Energy saving,Limited models,5‑Star rating,Washer;Water‑heater;Air‑purifier,Social media;In‑store demos
India,Metro,24,Female,Graduate,1,20985.43,242.9,3,35,4,4,1,0,5.8,579.56,Upfront,1,Peer reviews,Other,Quiet motor,Washer,Online reviews;Social media
India,Metro,34,Female,Secondary,3,15051.78,232.3,1,0,1,2,1,1,3.6,899.66,Upfront,4,Energy saving,High cost,Compact design;Wi‑Fi control,AC;Air‑purifier;Dishwasher,Social media;Govt portals
Singapore,Metro,37,Female,Secondary,3,60743.96,255.4,2,46,1,1,0,0,2.3,3032.38,0‑interest EMI,2,Energy saving,Limited models,Quiet motor,Air‑purifier;Refrigerator;Washer,Online reviews
UAE,Metro,40,Male,Graduate,4,118821.52,338.8,10,67,4,3,1,1,7.4,6870.04,Upfront,2,Peer reviews,Uncertain savings,Solar compatibility;Wi‑Fi control;5‑Star rating,Dishwasher,Govt portals;Online reviews
UAE,Metro,46,Female,Post‑grad,2,31058.24,682.3,3,51,4,5,1,0,2.5,2790.96,Upfront,4,Brand,Low awareness,5‑Star rating;Compact design,Refrigerator,Govt portals
India,Tier‑2 city,29,Male,Graduate,6,11400.61,220.3,1,30,1,2,0,0,1.0,1232.17,Upfront,1,Brand,High cost,Solar compatibility,Dishwasher;AC;Washer,Friends/Family
India,Metro,46,Female,Graduate,7,10324.46,152.4,2,32,3,2,1,0,3.2,50.0,Upfront,0,Govt incentive,Uncertain savings,Wi‑Fi control;Quiet motor,Air‑purifier;Dishwasher;Washer,In‑store demos;Online reviews
India,Metro,18,Female,Secondary,2,18981.26,184.7,1,29,1,1,1,0,2.8,50.0,BNPL,4,Energy saving,Uncertain savings,5‑Star rating;Solar compatibility;Quiet motor,Dishwasher,In‑store demos
India,Metro,34,Male,Graduate,1,29286.21,323.3,2,54,1,1,1,1,2.4,2249.17,0‑interest EMI,4,Brand,Limited models,5‑Star rating;Wi‑Fi control;Solar compatibility,Washer;Water‑heater,Social media;In‑store demos
India,Metro,25,Female,Primary,5,24774.59,210.4,0,33,2,1,0,0,3.0,977.08,BNPL,3,Govt incentive,Limited models,5‑Star rating;Quiet motor,Water‑heater,Govt portals
India,Metro,48,Other,Secondary,4,36490.14,378.3,5,58,1,1,0,0,5.4,1120.63,0‑interest EMI,3,Govt incentive,High cost,Solar compatibility,AC,Govt portals;In‑store demos;Friends/Family
Singapore,Metro,26,Male,Primary,2,64581.44,248.9,1,45,2,1,1,0,8.3,3324.47,0‑interest EMI,0,Energy saving,Limited models,Solar compatibility,Air‑purifier;AC,In‑store demos
UAE,Metro,27,Male,Secondary,3,59445.03,648.0,5,25,4,4,0,0,6.4,3137.79,Upfront,3,Brand,Uncertain savings,Wi‑Fi control;Compact design,Dishwasher;Refrigerator,Govt portals;Online reviews;Friends/Family
UAE,Metro,39,Female,Graduate,4,62455.81,562.0,5,8,3,4,0,0,6.0,3311.59,BNPL,4,Brand,High cost,Quiet motor,Water‑heater;Dishwasher,Online reviews
UAE,Metro,33,Female,Secondary,3,38344.46,669.1,4,46,4,4,0,1,15.3,1803.67,0‑interest EMI,1,Peer reviews,Uncertain savings,Compact design,Refrigerator;Washer;Air‑purifier,Govt portals;Friends/Family
India,Tier‑2 city,38,Male,Graduate,3,16948.58,293.0,1,32,5,4,1,1,15.6,1068.56,Upfront,3,Peer reviews,Limited models,Compact design;5‑Star rating,Dishwasher;Refrigerator,Social media
India,Tier‑2 city,41,Male,Secondary,3,16389.51,309.2,3,83,3,4,0,1,10.0,606.77,Upfront,3,Govt incentive,Uncertain savings,Quiet motor,AC;Water‑heater,Govt portals;Friends/Family;In‑store demos
India,Metro,28,Male,Secondary,4,15878.65,330.4,2,32,3,2,1,0,3.9,1170.91,Rental,4,Energy saving,Other,Compact design;Wi‑Fi control;Solar compatibility,Dishwasher,Social media;Friends/Family;In‑store demos
Singapore,Metro,34,Male,Graduate,1,113227.4,741.6,6,72,2,1,1,1,7.1,6318.6,0‑interest EMI,2,Up‑front price,Other,Quiet motor;5‑Star rating,Washer;AC;Dishwasher,In‑store demos;Govt portals
India,Metro,36,Female,Post‑grad,2,22488.11,417.2,4,22,3,3,1,1,11.7,942.14,0‑interest EMI,1,Energy saving,Uncertain savings,Quiet motor,Washer,Social media;Friends/Family
India,Metro,31,Female,Graduate,3,23992.19,385.2,3,64,4,5,0,1,6.2,1041.31,0‑interest EMI,1,Energy saving,Other,Solar compatibility,AC;Washer;Refrigerator,In‑store demos;Online reviews
India,Tier‑2 city,27,Female,Post‑grad,2,39580.42,305.2,2,50,2,2,1,0,3.6,2186.52,0‑interest EMI,1,Govt incentive,Low awareness,Compact design;Solar compatibility,Washer,Social media;Friends/Family
Singapore,Metro,26,Female,Secondary,2,68998.53,103.1,5,95,1,1,1,1,7.5,2908.46,Upfront,3,Energy saving,Limited models,Wi‑Fi control;Quiet motor;5‑Star rating,AC;Refrigerator,Social media;Online reviews;In‑store demos
Singapore,Metro,36,Female,Graduate,2,110184.85,192.5,10,58,5,5,1,1,18.6,5374.99,0‑interest EMI,0,Up‑front price,Uncertain savings,Quiet motor,Refrigerator,Social media
India,Metro,26,Male,Secondary,3,46228.33,384.3,2,43,3,4,1,1,9.4,2472.19,0‑interest EMI,5,Govt incentive,Uncertain savings,5‑Star rating;Wi‑Fi control,Refrigerator,Govt portals;Online reviews;Friends/Family
India,Rural,37,Male,Post‑grad,2,15721.21,233.6,3,25,5,5,1,1,10.9,613.88,BNPL,3,Energy saving,Uncertain savings,Quiet motor;Solar compatibility;5‑Star rating,Dishwasher,Friends/Family
Singapore,Metro,33,Female,Secondary,2,88777.09,271.7,1,84,3,4,1,1,6.5,4546.19,Upfront,4,Peer reviews,Uncertain savings,Compact design,Refrigerator;Dishwasher,In‑store demos
Singapore,Metro,18,Male,Secondary,5,82174.85,343.4,8,72,1,1,0,0,5.4,3990.45,Upfront,4,Energy saving,High cost,Wi‑Fi control,Air‑purifier,In‑store demos;Govt portals;Online reviews
UAE,Metro,38,Female,Graduate,3,47631.06,227.2,4,40,4,5,0,1,17.2,1763.0,Rental,2,Up‑front price,High cost,5‑Star rating;Solar compatibility,Washer,Friends/Family;Social media;In‑store demos
Singapore,Metro,48,Male,Secondary,7,90851.96,296.7,5,66,1,1,0,0,4.0,4946.83,Upfront,1,Up‑front price,Low awareness,Compact design;Solar compatibility,AC,Friends/Family;Online reviews;Social media
UAE,Metro,27,Male,Primary,3,50343.43,787.6,4,43,3,2,0,0,2.4,2797.99,0‑interest EMI,3,Brand,Low awareness,Wi‑Fi control,Water‑heater,Friends/Family
India,Rural,39,Male,Secondary,1,9600.9,255.6,0,39,4,4,1,0,5.0,956.92,BNPL,2,Brand,Other,Compact design;5‑Star rating,AC;Washer,Social media;In‑store demos;Govt portals
India,Tier‑2 city,26,Female,Primary,2,39341.36,647.2,4,17,5,4,1,1,11.3,2374.28,Upfront,3,Up‑front price,High cost,Quiet motor;Compact design,Refrigerator;Air‑purifier,Friends/Family
Singapore,Metro,40,Male,Graduate,2,192997.76,224.8,10,80,3,3,1,1,6.5,10227.22,Upfront,3,Energy saving,Other,5‑Star rating,Water‑heater,Social media;Friends/Family;In‑store demos
India,Metro,39,Male,Post‑grad,2,15623.2,269.8,0,39,3,4,1,1,5.3,1160.31,0‑interest EMI,2,Govt incentive,High cost,Wi‑Fi control;5‑Star rating,Refrigerator,In‑store demos;Govt portals
India,Metro,33,Male,Secondary,4,18527.05,188.8,4,21,1,2,1,0,2.9,751.9,BNPL,3,Brand,Other,5‑Star rating;Compact design;Wi‑Fi control,Refrigerator;Air‑purifier,In‑store demos
India,Metro,36,Female,Graduate,4,136845.27,207.7,10,47,1,1,0,1,2.8,6693.23,Upfront,3,Govt incentive,Other,Quiet motor;Solar compatibility,Air‑purifier;Refrigerator,Friends/Family;Govt portals;In‑store demos
India,Metro,34,Male,Secondary,2,27943.35,177.3,2,63,3,4,1,1,8.6,1412.98,BNPL,4,Peer reviews,Uncertain savings,Wi‑Fi control;5‑Star rating,AC,Social media;In‑store demos;Online reviews
India,Tier‑2 city,35,Male,Secondary,1,14607.92,287.7,1,4,2,2,0,1,3.3,561.18,0‑interest EMI,4,Energy saving,Limited models,Wi‑Fi control;Compact design,Washer,Govt portals
India,Tier‑2 city,23,Male,Secondary,3,21125.15,288.5,1,24,4,3,0,1,18.3,802.11,BNPL,3,Govt incentive,Low awareness,Wi‑Fi control,Dishwasher;Washer,Friends/Family;Govt portals;In‑store demos
Singapore,Metro,29,Male,Primary,2,102669.99,162.3,4,36,2,3,1,1,10.2,4869.67,Upfront,1,Up‑front price,Other,5‑Star rating;Quiet motor;Compact design,Air‑purifier;AC;Water‑heater,Friends/Family;Govt portals
India,Rural,30,Male,Secondary,2,14961.54,324.1,3,53,5,5,0,1,10.4,610.86,0‑interest EMI,3,Energy saving,High cost,Quiet motor,Dishwasher;Washer,Govt portals;Online reviews
India,Metro,26,Female,Primary,4,14576.85,184.7,4,23,3,2,1,0,5.6,731.64,Upfront,1,Govt incentive,Low awareness,Quiet motor,Air‑purifier,Online reviews
Singapore,Metro,37,Female,Primary,3,119648.61,195.5,6,72,5,4,1,1,13.9,5498.13,Upfront,3,Govt incentive,Limited models,Compact design,Air‑purifier;Water‑heater,Friends/Family;Govt portals
Singapore,Metro,30,Male,Graduate,2,89560.01,341.0,4,27,2,2,0,1,13.1,4693.38,0‑interest EMI,2,Energy saving,Limited models,Compact design;5‑Star rating,AC;Air‑purifier,Online reviews;Social media
UAE,Metro,46,Female,Secondary,3,86304.08,377.9,5,51,2,2,0,1,6.9,3803.17,Upfront,2,Govt incentive,Limited models,5‑Star rating;Compact design,Dishwasher,Govt portals;Friends/Family;Online reviews
Singapore,Metro,35,Female,Secondary,4,126671.46,299.2,10,67,2,1,1,0,2.0,6929.83,Upfront,1,Brand,Uncertain savings,Wi‑Fi control;5‑Star rating;Solar compatibility,AC,Online reviews;Social media
UAE,Tier‑2 city,21,Male,Graduate,4,47071.11,279.8,2,37,2,1,1,0,5.0,2477.06,0‑interest EMI,2,Energy saving,Low awareness,Solar compatibility;Compact design;Wi‑Fi control,Water‑heater,In‑store demos
UAE,Metro,36,Female,Post‑grad,1,46727.16,326.7,1,42,4,4,0,1,22.0,1396.78,0‑interest EMI,3,Govt incentive,High cost,Wi‑Fi control;Compact design;5‑Star rating,Water‑heater;Refrigerator;Dishwasher,Govt portals;Online reviews;Social media
Singapore,Metro,33,Female,Graduate,2,65642.14,233.6,7,52,1,2,1,0,1.3,3488.63,Upfront,3,Up‑front price,Other,Compact design,AC;Refrigerator,Online reviews;Govt portals
UAE,Metro,29,Female,Secondary,3,86094.51,619.3,6,82,4,4,0,0,2.7,3739.91,Upfront,0,Govt incentive,High cost,Compact design,Refrigerator;Dishwasher,Online reviews;Govt portals
Singapore,Metro,48,Male,Graduate,2,116828.9,457.2,2,88,3,2,0,0,5.9,5025.47,Upfront,1,Energy saving,Other,Wi‑Fi control;Compact design;Solar compatibility,Refrigerator,Friends/Family
India,Metro,50,Female,Secondary,2,18700.31,226.3,2,20,5,4,0,1,13.6,1385.41,0‑interest EMI,1,Up‑front price,Other,Quiet motor;Wi‑Fi control,Dishwasher,In‑store demos;Govt portals
India,Rural,26,Male,Graduate,1,21333.09,277.2,3,23,4,3,1,0,5.0,867.8,Upfront,3,Peer reviews,Limited models,Quiet motor;Solar compatibility,Washer;Water‑heater;AC,Govt portals
UAE,Metro,32,Female,Post‑grad,3,96656.49,266.2,6,46,2,1,0,1,3.0,4583.54,Upfront,4,Brand,Other,Quiet motor;Solar compatibility;Compact design,Water‑heater;Air‑purifier;Dishwasher,Online reviews;Social media;Govt portals
India,Tier‑2 city,28,Female,Graduate,3,25847.06,249.9,3,47,2,3,0,0,3.4,1601.53,BNPL,4,Energy saving,Uncertain savings,Quiet motor;Wi‑Fi control;5‑Star rating,Refrigerator;Dishwasher;AC,Social media;Friends/Family;Govt portals
UAE,Metro,23,Female,Primary,5,84548.63,453.6,5,38,2,2,0,0,6.1,4655.73,0‑interest EMI,2,Up‑front price,Limited models,Quiet motor;Compact design,Water‑heater,Social media;Friends/Family;In‑store demos
UAE,Metro,48,Female,Graduate,1,57464.83,203.2,1,46,4,5,1,1,12.0,2565.26,Upfront,2,Up‑front price,Uncertain savings,Wi‑Fi control,Dishwasher;Water‑heater,In‑store demos
UAE,Metro,25,Female,Secondary,3,56824.87,638.1,4,25,2,2,0,0,2.0,2591.02,Upfront,3,Energy saving,High cost,5‑Star rating;Solar compatibility,Washer;AC;Water‑heater,Online reviews
UAE,Metro,53,Female,Secondary,3,89259.11,298.5,6,49,2,3,1,1,3.2,5066.05,Upfront,0,Brand,Other,Solar compatibility;Wi‑Fi control,Air‑purifier,Friends/Family
India,Metro,18,Male,Secondary,3,15392.37,210.0,1,48,1,2,1,1,10.9,1198.48,Rental,3,Peer reviews,Uncertain savings,5‑Star rating,AC;Air‑purifier;Water‑heater,Online reviews;Friends/Family
UAE,Metro,59,Male,Primary,2,82740.18,415.3,4,78,3,4,1,1,10.7,3545.64,Upfront,1,Govt incentive,Limited models,Wi‑Fi control,Refrigerator;Dishwasher;AC,Govt portals
Singapore,Metro,43,Male,Secondary,1,203512.04,364.6,10,87,3,2,0,1,7.5,10028.02,Upfront,1,Energy saving,Uncertain savings,Solar compatibility;Compact design,Washer;Dishwasher,In‑store demos;Friends/Family;Social media
India,Metro,25,Male,Primary,1,28457.12,297.1,0,50,4,4,0,0,3.1,675.06,Rental,2,Up‑front price,Limited models,Wi‑Fi control;Solar compatibility;Quiet motor,Refrigerator,Govt portals;Online reviews;In‑store demos
UAE,Metro,35,Female,Secondary,3,39258.79,286.9,3,54,4,5,1,1,16.1,1720.95,BNPL,2,Up‑front price,Uncertain savings,Compact design,Refrigerator;Dishwasher,In‑store demos;Social media;Online reviews
India,Metro,34,Female,Primary,2,19090.43,201.0,3,24,5,5,0,1,14.0,1310.24,BNPL,2,Up‑front price,Limited models,5‑Star rating;Quiet motor,Dishwasher;Refrigerator,Social media;Online reviews
UAE,Metro,31,Female,Post‑grad,2,50767.02,411.8,4,68,5,5,0,1,20.3,2716.37,0‑interest EMI,0,Up‑front price,Limited models,Wi‑Fi control;Compact design,Washer;Refrigerator;AC,Friends/Family;Social media;Govt portals
India,Metro,34,Male,Post‑grad,2,11888.13,124.5,0,54,3,2,0,0,4.8,50.0,Upfront,2,Brand,Uncertain savings,Solar compatibility;Quiet motor,AC;Air‑purifier,Friends/Family;Govt portals
Singapore,Metro,31,Female,Primary,6,117227.92,314.9,4,56,2,3,1,1,5.4,6171.05,Rental,3,Up‑front price,Low awareness,Quiet motor;Compact design,Water‑heater;Dishwasher;Refrigerator,Social media
UAE,Metro,18,Male,Secondary,7,53510.71,345.1,2,20,4,5,0,1,15.1,2244.55,Upfront,4,Energy saving,High cost,Wi‑Fi control;Solar compatibility;Quiet motor,Air‑purifier;Water‑heater;AC,Social media;Govt portals
India,Metro,56,Male,Graduate,3,20248.34,453.0,2,36,3,3,0,1,6.1,673.96,Upfront,1,Govt incentive,Limited models,5‑Star rating,Washer,Govt portals;Social media;Online reviews
UAE,Metro,31,Male,Secondary,3,43269.96,134.4,3,61,1,1,0,0,3.5,2040.51,0‑interest EMI,2,Up‑front price,Low awareness,Solar compatibility;Wi‑Fi control;5‑Star rating,Water‑heater;AC;Dishwasher,Online reviews
India,Metro,33,Female,Graduate,4,16085.53,270.5,4,47,4,5,1,1,6.4,848.26,0‑interest EMI,2,Govt incentive,Low awareness,Compact design;Wi‑Fi control,Air‑purifier,In‑store demos;Online reviews;Social media
Singapore,Metro,32,Male,Graduate,2,111601.38,298.5,3,55,1,2,1,0,2.6,5543.42,Upfront,4,Up‑front price,Low awareness,Wi‑Fi control;Solar compatibility;Compact design,Air‑purifier,Govt portals;Friends/Family;In‑store demos
India,Metro,35,Male,Primary,9,14290.21,109.3,3,28,2,1,0,0,1.7,592.65,0‑interest EMI,2,Brand,High cost,5‑Star rating,AC,In‑store demos
India,Metro,41,Male,Secondary,4,12183.27,174.4,6,22,1,1,0,0,1.0,1422.63,0‑interest EMI,1,Energy saving,Low awareness,5‑Star rating;Solar compatibility;Compact design,Air‑purifier,Online reviews;Friends/Family
India,Tier‑2 city,24,Female,Graduate,5,44049.35,282.3,4,52,4,3,0,0,6.7,3073.01,BNPL,1,Energy saving,Limited models,Solar compatibility,Refrigerator,Online reviews;Govt portals
India,Metro,23,Female,Secondary,1,32099.04,101.6,4,23,1,2,0,0,3.5,1773.35,0‑interest EMI,4,Up‑front price,Other,5‑Star rating;Quiet motor,Air‑purifier,Friends/Family;Online reviews
Singapore,Metro,25,Female,Secondary,2,88944.66,279.8,8,81,2,2,1,1,6.6,5412.2,Upfront,0,Govt incentive,Low awareness,Wi‑Fi control,Air‑purifier,Govt portals;Social media
India,Tier‑2 city,27,Female,Post‑grad,3,46402.28,150.0,6,33,5,5,1,1,16.0,2476.99,Upfront,4,Brand,Low awareness,Wi‑Fi control;Compact design;Quiet motor,Washer,Social media;Online reviews;Friends/Family
India,Metro,21,Other,Primary,3,18858.19,431.3,2,43,1,1,1,0,1.6,2068.67,0‑interest EMI,0,Energy saving,Limited models,Wi‑Fi control,Air‑purifier;AC;Washer,In‑store demos;Online reviews
India,Tier‑2 city,25,Male,Secondary,4,20775.66,152.1,2,31,3,4,0,0,2.5,1792.97,BNPL,1,Peer reviews,Uncertain savings,Wi‑Fi control;Compact design,Washer;AC;Water‑heater,Govt portals
UAE,Metro,47,Female,Primary,4,29169.43,212.8,2,49,3,2,0,1,17.0,1798.41,0‑interest EMI,4,Energy saving,Limited models,Solar compatibility;5‑Star rating,Water‑heater,Govt portals;Social media;In‑store demos
India,Tier‑2 city,33,Male,Graduate,3,23193.65,147.2,5,25,5,5,0,1,6.4,466.9,0‑interest EMI,5,Up‑front price,Other,Wi‑Fi control;5‑Star rating;Solar compatibility,Dishwasher;AC,Govt portals
Singapore,Metro,41,Male,Secondary,3,91584.15,280.0,5,44,1,1,0,0,2.4,3728.96,Upfront,3,Govt incentive,Other,Compact design,AC;Washer,Social media;Online reviews
Singapore,Metro,18,Male,Secondary,2,84823.72,428.5,6,33,2,2,1,1,3.6,4411.45,Upfront,4,Up‑front price,Limited models,5‑Star rating;Solar compatibility,Washer;Water‑heater,Friends/Family;Online reviews
Singapore,Metro,28,Female,Secondary,2,74398.77,535.2,7,61,4,5,1,1,17.2,3567.77,Upfront,2,Up‑front price,Other,Quiet motor;5‑Star rating;Wi‑Fi control,Refrigerator;AC,Social media;Online reviews
India,Tier‑2 city,47,Female,Secondary,3,27601.03,377.5,1,33,1,2,0,0,3.1,1570.42,Rental,5,Energy saving,Limited models,Compact design,AC,In‑store demos
India,Metro,37,Female,Post‑grad,2,11699.25,103.0,1,64,5,5,0,1,19.2,1031.53,0‑interest EMI,2,Peer reviews,Low awareness,Solar compatibility;Compact design;5‑Star rating,Air‑purifier;Washer;AC,Friends/Family
India,Tier‑2 city,46,Male,Post‑grad,5,15098.41,498.6,5,39,5,4,0,0,9.3,474.73,BNPL,5,Peer reviews,Uncertain savings,Solar compatibility;Wi‑Fi control;Quiet motor,Refrigerator;Dishwasher;Water‑heater,Online reviews;In‑store demos;Govt portals
UAE,Metro,18,Female,Primary,2,80109.21,484.8,5,60,2,1,1,1,4.7,4256.93,0‑interest EMI,5,Up‑front price,High cost,Solar compatibility,Water‑heater;Dishwasher;Air‑purifier,Friends/Family
India,Metro,39,Female,Graduate,7,31798.48,153.5,4,62,2,2,0,1,13.6,1791.32,Upfront,3,Govt incentive,Limited models,Solar compatibility,AC;Dishwasher;Water‑heater,Friends/Family;In‑store demos;Govt portals
India,Tier‑2 city,33,Female,Graduate,4,12853.79,217.8,2,46,5,4,0,0,6.7,50.0,Upfront,1,Peer reviews,Uncertain savings,Wi‑Fi control;Quiet motor,AC,In‑store demos
India,Metro,25,Female,Graduate,4,13178.75,258.0,1,27,2,2,1,1,6.9,50.0,Rental,4,Brand,Low awareness,5‑Star rating,Air‑purifier;Refrigerator,Friends/Family;Social media
UAE,Metro,49,Female,Graduate,2,60608.32,642.7,6,50,3,4,1,1,10.1,3256.51,0‑interest EMI,2,Up‑front price,Other,Quiet motor;Compact design,Water‑heater;Air‑purifier;Washer,Govt portals
India,Tier‑2 city,18,Male,Graduate,5,17235.44,198.0,2,62,3,2,0,0,7.6,130.14,0‑interest EMI,3,Brand,Limited models,Solar compatibility,Washer;AC,Govt portals
Singapore,Metro,22,Male,Graduate,4,79959.02,393.6,8,20,3,4,1,1,13.0,4501.83,BNPL,4,Up‑front price,Limited models,5‑Star rating;Solar compatibility;Wi‑Fi control,Refrigerator;Air‑purifier,Social media;Friends/Family
India,Metro,35,Female,Graduate,3,14843.59,277.3,3,22,5,5,0,1,7.7,997.27,0‑interest EMI,3,Peer reviews,Uncertain savings,Solar compatibility,AC,In‑store demos;Social media
India,Metro,43,Male,Graduate,2,18390.84,309.2,3,30,4,4,1,1,11.7,442.82,0‑interest EMI,0,Peer reviews,Other,5‑Star rating,Washer;AC,Govt portals
UAE,Metro,33,Other,Post‑grad,3,65611.03,700.8,5,53,1,1,0,0,6.4,3211.27,Upfront,6,Brand,Uncertain savings,Quiet motor,Water‑heater;AC,Friends/Family
India,Metro,42,Other,Graduate,6,33966.98,279.6,5,52,4,5,1,1,9.8,2145.24,0‑interest EMI,2,Up‑front price,Uncertain savings,Compact design;Wi‑Fi control;Quiet motor,Water‑heater;AC;Refrigerator,Social media;Govt portals;In‑store demos
India,Metro,20,Male,Graduate,2,13589.88,403.2,6,59,1,2,0,0,2.6,50.0,0‑interest EMI,2,Up‑front price,High cost,Quiet motor;Solar compatibility;5‑Star rating,Water‑heater,Social media;In‑store demos
India,Tier‑2 city,32,Male,Graduate,3,11967.18,206.8,3,33,5,4,1,1,22.8,50.0,0‑interest EMI,3,Up‑front price,Other,Compact design,Dishwasher;Washer,Online reviews
India,Rural,38,Female,Secondary,4,50794.29,150.8,6,45,2,2,1,0,1.0,2407.18,0‑interest EMI,3,Govt incentive,Uncertain savings,Wi‑Fi control;Compact design,Refrigerator;Dishwasher,In‑store demos;Friends/Family
